
0		0		7.11322e-81
0		1		6.27267e-79
0		2		6.08720e-77
0		3		6.18032e-75
0		4		6.72809e-73
0		5		7.47207e-71
0		6		8.86808e-69
0		7		1.09832e-66
0		8		1.35135e-64
0		9		1.72675e-62
0		10		2.23615e-60
0		11		2.86081e-58
0		12		3.69074e-56
0		13		4.68974e-54
0		14		5.72535e-52
0		15		6.97767e-50
0		16		8.11557e-48
0		17		8.81514e-46
0		18		9.08131e-44
0		19		8.68154e-42
0		20		7.80839e-40
0		21		6.34553e-38
0		22		4.65195e-36
0		23		3.16619e-34
0		24		1.86238e-32
0		25		9.76311e-31
0		26		4.53763e-29
0		27		1.80638e-27
0		28		6.23166e-26
0		29		1.83011e-24
0		30		4.61917e-23
0		31		9.84995e-22
0		32		1.72470e-20
0		33		2.53735e-19
0		34		3.08075e-18
0		35		3.04860e-17
0		36		2.48691e-16
0		37		1.64587e-15
0		38		8.76110e-15
0		39		3.81833e-14
0		40		1.32297e-13
0		41		3.65381e-13
0		42		8.17898e-13
0		43		1.44393e-12
0		44		2.03263e-12
0		45		2.27663e-12
0		46		2.03263e-12
0		47		1.44393e-12
0		48		8.17898e-13
0		49		3.65381e-13
0		50		1.32297e-13
0		51		3.81833e-14
0		52		8.76110e-15
0		53		1.64587e-15
0		54		2.48691e-16
0		55		3.04860e-17
0		56		3.08075e-18
0		57		2.53735e-19
0		58		1.72470e-20
0		59		9.84995e-22
0		60		4.61917e-23
0		61		1.83011e-24
0		62		6.23166e-26
0		63		1.80638e-27
0		64		4.53763e-29
0		65		9.76311e-31
0		66		1.86238e-32
0		67		3.16619e-34
0		68		4.65195e-36
0		69		6.34553e-38
0		70		7.80839e-40
0		71		8.68154e-42
0		72		9.08131e-44
0		73		8.81514e-46
0		74		8.11557e-48
0		75		6.97767e-50
0		76		5.72535e-52
0		77		4.68974e-54
0		78		3.69074e-56
0		79		2.86081e-58
0		80		2.23615e-60
0		81		1.72675e-62
0		82		1.35135e-64
0		83		1.09832e-66
0		84		8.86808e-69
0		85		7.47207e-71
0		86		6.72809e-73
0		87		6.18032e-75
0		88		6.08720e-77
0		89		6.27267e-79
0		90		7.11322e-81
0		91		1.29946e-161
0		92		1.11232e-157
0		93		1.26306e-153
0		94		1.90327e-149
0		95		3.60266e-145
0		96		8.80493e-141
0		97		2.74878e-136
0		98		9.95659e-132
0		99		4.36703e-127
0		100		2.30015e-122
0		101		1.41563e-117
0		102		9.62413e-113
0		103		7.37123e-108
0		104		5.83091e-103
0		105		4.99957e-98
0		106		4.20462e-93
0		107		3.57727e-88
0		108		2.90897e-83
0		109		2.20443e-78
0		110		1.53450e-73
0		111		9.56585e-69
0		112		5.06490e-64
0		113		2.26249e-59
0		114		7.91779e-55
0		115		2.32604e-50
0		116		5.06198e-46
0		117		8.31645e-42
0		118		1.00911e-37
0		119		8.64670e-34
0		120		5.15705e-30
0		121		2.05542e-26
0		122		5.38828e-23
0		123		9.19477e-20
0		124		1.00114e-16
0		125		6.62799e-14
0		126		2.68226e-11
0		127		6.45961e-09
0		128		9.15617e-07
0		129		7.46897e-05
0		130		3.48265e-03
0		131		9.21208e-02
0		132		1.34993e+00
0		133		1.10711e+01
0		134		4.97332e+01
